"tier_4","grid_id","geometry","median_measurements"
"4-006","241275","POLYGON ((-62.00000000000052 46.25000000000295, -62.00000000000053 46.23333300000294, -61.98333300000052 46.233333000002915, -61.98333300000052 46.25000000000291, -62.00000000000052 46.25000000000295))","13"
"4-006","237471","POLYGON ((-62.41666700000057 46.43333300000292, -62.41666700000056 46.4166670000029, -62.40000000000056 46.4166670000029, -62.40000000000056 46.433333000002904, -62.41666700000057 46.43333300000292))","2"
"4-006","237826","POLYGON ((-62.16666700000055 46.36666700000292, -62.16666700000055 46.35000000000293, -62.150000000000546 46.35000000000291, -62.15000000000056 46.36666700000293, -62.16666700000055 46.36666700000292))","1"
"4-006","237461","POLYGON ((-62.583333000000586 46.43333300000294, -62.58333300000056 46.4166670000029, -62.56666700000058 46.41666700000293, -62.56666700000058 46.433333000002904, -62.583333000000586 46.43333300000294))","6"
"4-006","238806","POLYGON ((-62.71666700000059 46.11666700000294, -62.71666700000059 46.10000000000294, -62.70000000000059 46.100000000002936, -62.70000000000058 46.11666700000293, -62.71666700000059 46.11666700000294))","8"
"4-006","238200","POLYGON ((-63.25000000000062 46.26666700000291, -63.25000000000062 46.250000000002935, -63.233333000000606 46.25000000000292, -63.233333000000606 46.26666700000292, -63.25000000000062 46.26666700000291))","4"
"4-006","238763","POLYGON ((-62.63333300000058 46.13333300000294, -62.63333300000057 46.11666700000295, -62.61666700000058 46.116667000002934, -62.616667000000575 46.13333300000297, -62.63333300000058 46.13333300000294))","5"
"4-006","238373","POLYGON ((-62.66666700000057 46.23333300000294, -62.66666700000057 46.21666700000294, -62.65000000000057 46.21666700000292, -62.65000000000057 46.23333300000292, -62.66666700000057 46.23333300000294))","5"
"4-006","238133","POLYGON ((-63.2166670000006 46.28333300000293, -63.21666700000061 46.2666670000029, -63.200000000000614 46.26666700000291, -63.200000000000614 46.28333300000291, -63.2166670000006 46.28333300000293))","8"
"4-006","237735","POLYGON ((-62.35000000000056 46.38333300000293, -62.35000000000056 46.36666700000293, -62.333333000000565 46.36666700000292, -62.33333300000055 46.383333000002914, -62.35000000000056 46.38333300000293))","5"
"4-006","237520","POLYGON ((-63.11666700000063 46.416667000002924, -63.11666700000062 46.40000000000292, -63.10000000000062 46.40000000000292, -63.10000000000063 46.41666700000292, -63.11666700000063 46.416667000002924))","5"
"4-006","239024","POLYGON ((-62.51666700000058 46.03333300000295, -62.51666700000058 46.01666700000295, -62.50000000000057 46.016667000002954, -62.50000000000057 46.033333000002955, -62.51666700000058 46.03333300000295))","4"
"4-006","238977","POLYGON ((-62.70000000000058 46.05000000000294, -62.70000000000058 46.03333300000293, -62.683333000000566 46.03333300000294, -62.68333300000058 46.050000000002946, -62.70000000000058 46.05000000000294))","3"
"4-006","237276","POLYGON ((-62.666667000000594 46.4666670000029, -62.66666700000057 46.450000000002916, -62.65000000000057 46.45000000000291, -62.65000000000057 46.466667000002914, -62.666667000000594 46.4666670000029))","4"
"4-006","237477","POLYGON ((-62.316667000000564 46.43333300000293, -62.31666700000055 46.41666700000293, -62.30000000000055 46.4166670000029, -62.30000000000054 46.43333300000293, -62.316667000000564 46.43333300000293))","3"
"4-006","239043","POLYGON ((-62.733333000000584 46.01666700000295, -62.73333300000058 46.000000000002956, -62.71666700000059 46.000000000002935, -62.71666700000059 46.01666700000294, -62.733333000000584 46.01666700000295))","18"
"4-006","239258","POLYGON ((-62.533333000000574 46.483333000002936, -62.53333300000056 46.4666670000029, -62.51666700000058 46.46666700000292, -62.51666700000058 46.483333000002936, -62.533333000000574 46.483333000002936))","4"
"4-006","237934","POLYGON ((-62.9500000000006 46.33333300000291, -62.9500000000006 46.31666700000293, -62.93333300000059 46.31666700000294, -62.9333330000006 46.3333330000029, -62.9500000000006 46.33333300000291))","3"
"4-006","237284","POLYGON ((-62.53333300000056 46.4666670000029, -62.53333300000056 46.45000000000292, -62.51666700000059 46.45000000000291, -62.51666700000058 46.46666700000292, -62.53333300000056 46.4666670000029))","9"
"4-006","237238","POLYGON ((-62.00000000000053 46.483333000002915, -62.00000000000052 46.46666700000293, -61.98333300000052 46.466667000002914, -61.98333300000052 46.483333000002936, -62.00000000000053 46.483333000002915))","3"
"4-006","237988","POLYGON ((-63.28333300000063 46.31666700000292, -63.28333300000063 46.300000000002925, -63.26666700000061 46.30000000000292, -63.26666700000061 46.316667000002916, -63.28333300000063 46.31666700000292))","5"
"4-006","237821","POLYGON ((-62.250000000000554 46.366667000002934, -62.25000000000053 46.350000000002936, -62.23333300000054 46.35000000000292, -62.233333000000556 46.36666700000293, -62.250000000000554 46.366667000002934))","4"
"4-006","238384","POLYGON ((-62.48333300000056 46.23333300000293, -62.48333300000056 46.21666700000293, -62.46666700000057 46.21666700000293, -62.466667000000555 46.23333300000295, -62.48333300000056 46.23333300000293))","12"
"4-006","237902","POLYGON ((-62.21666700000057 46.35000000000292, -62.21666700000055 46.33333300000294, -62.20000000000054 46.33333300000291, -62.20000000000054 46.35000000000292, -62.21666700000057 46.35000000000292))","2"
"4-006","237328","POLYGON ((-63.300000000000615 46.45000000000291, -63.300000000000615 46.43333300000292, -63.28333300000062 46.433333000002904, -63.28333300000063 46.450000000002944, -63.300000000000615 46.45000000000291))","4"
"4-006","238309","POLYGON ((-62.583333000000586 46.25000000000293, -62.58333300000056 46.23333300000293, -62.56666700000058 46.23333300000292, -62.566667000000564 46.25000000000293, -62.583333000000586 46.25000000000293))","8"
"4-006","237763","POLYGON ((-63.216667000000626 46.36666700000291, -63.21666700000061 46.35000000000293, -63.200000000000614 46.350000000002936, -63.200000000000614 46.36666700000291, -63.216667000000626 46.36666700000291))","4"
"4-006","237672","POLYGON ((-63.400000000000624 46.38333300000292, -63.400000000000624 46.36666700000291, -63.383333000000626 46.366667000002906, -63.383333000000626 46.383333000002935, -63.400000000000624 46.38333300000292))","2"
"4-006","238296","POLYGON ((-62.800000000000594 46.25000000000294, -62.80000000000059 46.23333300000291, -62.783333000000596 46.23333300000294, -62.78333300000058 46.25000000000291, -62.800000000000594 46.25000000000294))","2"
