"tier_4","grid_id","geometry","median_measurements"
"4-007","242453","POLYGON ((-64.15000000000069 46.966667000002886, -64.15000000000069 46.95000000000289, -64.13333300000068 46.95000000000288, -64.13333300000066 46.96666700000288, -64.15000000000069 46.966667000002886))","4"
"4-006","237968","POLYGON ((-62.38333300000055 46.33333300000292, -62.38333300000056 46.31666700000291, -62.36666700000056 46.316667000002916, -62.366667000000575 46.33333300000292, -62.38333300000055 46.33333300000292))","5"
"4-007","242906","POLYGON ((-64.10000000000069 46.666667000002896, -64.10000000000066 46.65000000000289, -64.08333300000068 46.6500000000029, -64.08333300000066 46.66666700000291, -64.10000000000069 46.666667000002896))","6"
"4-007","242861","POLYGON ((-64.30000000000068 46.6833330000029, -64.30000000000071 46.6666670000029, -64.28333300000068 46.666667000002896, -64.2833330000007 46.68333300000286, -64.30000000000068 46.6833330000029))","1"
"4-006","242264","POLYGON ((-61.86666700000052 46.70000000000293, -61.86666700000052 46.683333000002904, -61.85000000000053 46.68333300000288, -61.85000000000054 46.70000000000291, -61.86666700000052 46.70000000000293))","2"
"4-006","237137","POLYGON ((-63.40000000000064 46.51666700000291, -63.400000000000624 46.500000000002906, -63.383333000000626 46.500000000002906, -63.38333300000063 46.51666700000292, -63.40000000000064 46.51666700000291))","3"
"4-006","239404","POLYGON ((-63.383333000000626 46.116667000002934, -63.383333000000626 46.10000000000295, -63.36666700000064 46.10000000000293, -63.36666700000064 46.11666700000294, -63.383333000000626 46.116667000002934))","1"
"4-006","237382","POLYGON ((-62.400000000000574 46.45000000000292, -62.40000000000056 46.433333000002904, -62.38333300000056 46.4333330000029, -62.38333300000056 46.450000000002916, -62.400000000000574 46.45000000000292))","2"
"4-007","243576","POLYGON ((-63.78333300000065 46.40000000000291, -63.78333300000066 46.383333000002914, -63.766667000000666 46.38333300000292, -63.76666700000065 46.40000000000292, -63.78333300000065 46.40000000000291))","4"
"4-007","243394","POLYGON ((-63.98333300000068 46.46666700000291, -63.98333300000068 46.45000000000291, -63.96666700000067 46.450000000002916, -63.966667000000676 46.466667000002914, -63.98333300000068 46.46666700000291))","3"
"4-007","243792","POLYGON ((-63.43333300000062 46.283333000002926, -63.43333300000062 46.266667000002926, -63.41666700000062 46.26666700000291, -63.416667000000636 46.28333300000293, -63.43333300000062 46.283333000002926))","4"
"4-006","237411","POLYGON ((-63.41666700000065 46.43333300000291, -63.41666700000065 46.4166670000029, -63.400000000000624 46.41666700000291, -63.40000000000064 46.43333300000292, -63.41666700000065 46.43333300000291))","4"
"4-006","238332","POLYGON ((-63.35000000000063 46.23333300000294, -63.35000000000063 46.21666700000294, -63.33333300000063 46.21666700000293, -63.33333300000063 46.233333000002915, -63.35000000000063 46.23333300000294))","3"
"4-007","242692","POLYGON ((-64.06666700000069 46.78333300000289, -64.06666700000068 46.76666700000289, -64.05000000000068 46.7666670000029, -64.05000000000068 46.78333300000289, -64.06666700000069 46.78333300000289))","67"
"4-006","237426","POLYGON ((-63.1666670000006 46.43333300000292, -63.1666670000006 46.4166670000029, -63.15000000000062 46.41666700000291, -63.150000000000624 46.43333300000291, -63.1666670000006 46.43333300000292))","3"
"4-006","238311","POLYGON ((-62.55000000000057 46.250000000002935, -62.55000000000057 46.23333300000292, -62.533333000000574 46.233333000002936, -62.53333300000056 46.25000000000293, -62.55000000000057 46.250000000002935))","3"
"4-007","242637","POLYGON ((-64.18333300000069 46.81666700000289, -64.18333300000069 46.800000000002896, -64.16666700000069 46.80000000000287, -64.16666700000069 46.8166670000029, -64.18333300000069 46.81666700000289))","3"
"4-007","243183","POLYGON ((-63.98333300000068 46.550000000002896, -63.98333300000068 46.5333330000029, -63.966667000000676 46.53333300000291, -63.966667000000676 46.55000000000289, -63.98333300000068 46.550000000002896))","4"
"4-006","237455","POLYGON ((-62.683333000000566 46.43333300000292, -62.683333000000566 46.41666700000291, -62.66666700000057 46.41666700000292, -62.66666700000057 46.43333300000292, -62.683333000000566 46.43333300000292))","7"
"4-006","237446","POLYGON ((-62.83333300000061 46.43333300000294, -62.83333300000061 46.416667000002924, -62.816667000000585 46.4166670000029, -62.816667000000585 46.433333000002925, -62.83333300000061 46.43333300000294))","3"
"4-006","238180","POLYGON ((-62.43333300000055 46.28333300000293, -62.43333300000055 46.266667000002926, -62.41666700000056 46.26666700000295, -62.416667000000544 46.283333000002926, -62.43333300000055 46.28333300000293))","8"
"4-007","243854","POLYGON ((-63.43333300000062 46.23333300000292, -63.43333300000062 46.21666700000292, -63.41666700000062 46.21666700000293, -63.41666700000062 46.23333300000293, -63.43333300000062 46.23333300000292))","3"
"4-006","239145","POLYGON ((-62.616667000000575 45.96666700000296, -62.616667000000575 45.95000000000294, -62.60000000000057 45.95000000000294, -62.600000000000556 45.96666700000297, -62.616667000000575 45.96666700000296))","2"
"4-006","239081","POLYGON ((-62.633333000000555 46.00000000000295, -62.63333300000058 45.98333300000295, -62.61666700000056 45.98333300000294, -62.616667000000575 46.000000000002935, -62.633333000000555 46.00000000000295))","1"
"4-006","241887","POLYGON ((-61.83333300000053 46.766667000002904, -61.83333300000056 46.75000000000289, -61.816667000000535 46.75000000000292, -61.816667000000535 46.7666670000029, -61.83333300000053 46.766667000002904))","4"
"4-007","243226","POLYGON ((-63.933333000000665 46.53333300000291, -63.933333000000665 46.516667000002926, -63.91666700000066 46.51666700000292, -63.91666700000067 46.53333300000289, -63.933333000000665 46.53333300000291))","3"
"4-006","238910","POLYGON ((-62.48333300000058 46.08333300000293, -62.48333300000056 46.06666700000295, -62.466667000000555 46.066667000002944, -62.466667000000555 46.083333000002945, -62.48333300000058 46.08333300000293))","2"
"4-006","238858","POLYGON ((-62.65000000000057 46.10000000000295, -62.65000000000057 46.08333300000294, -62.63333300000057 46.08333300000293, -62.63333300000057 46.10000000000296, -62.65000000000057 46.10000000000295))","1"
"4-006","238684","POLYGON ((-62.96666700000061 46.15000000000293, -62.9666670000006 46.13333300000295, -62.950000000000585 46.13333300000294, -62.9500000000006 46.15000000000293, -62.96666700000061 46.15000000000293))","39"
"4-006","238198","POLYGON ((-63.28333300000063 46.26666700000293, -63.28333300000062 46.25000000000293, -63.26666700000061 46.250000000002906, -63.26666700000061 46.266667000002926, -63.28333300000063 46.26666700000293))","4"
"4-006","237481","POLYGON ((-62.25000000000054 46.43333300000292, -62.25000000000054 46.416667000002924, -62.23333300000057 46.416667000002924, -62.233333000000556 46.43333300000294, -62.25000000000054 46.43333300000292))","2"
"4-006","237538","POLYGON ((-62.816667000000585 46.4166670000029, -62.816667000000585 46.4000000000029, -62.80000000000059 46.40000000000291, -62.80000000000059 46.41666700000292, -62.816667000000585 46.4166670000029))","4"
"4-007","242701","POLYGON ((-64.35000000000069 46.7666670000029, -64.3500000000007 46.75000000000289, -64.33333300000069 46.7500000000029, -64.33333300000069 46.76666700000291, -64.35000000000069 46.7666670000029))","4"
"4-006","238987","POLYGON ((-62.53333300000056 46.05000000000293, -62.53333300000056 46.03333300000293, -62.51666700000058 46.03333300000295, -62.51666700000057 46.05000000000294, -62.53333300000056 46.05000000000293))","12"
"4-006","237136","POLYGON ((-63.416667000000636 46.516667000002904, -63.416667000000636 46.50000000000291, -63.400000000000624 46.500000000002906, -63.40000000000064 46.51666700000291, -63.416667000000636 46.516667000002904))","13"
"4-006","237600","POLYGON ((-63.21666700000061 46.400000000002905, -63.216667000000626 46.383333000002914, -63.200000000000635 46.38333300000292, -63.200000000000614 46.40000000000292, -63.21666700000061 46.400000000002905))","3"
"4-006","238643","POLYGON ((-62.550000000000566 46.16666700000292, -62.55000000000059 46.15000000000294, -62.533333000000574 46.150000000002905, -62.533333000000574 46.16666700000294, -62.550000000000566 46.16666700000292))","15"
"4-006","238181","POLYGON ((-62.416667000000544 46.283333000002926, -62.41666700000056 46.26666700000295, -62.400000000000546 46.26666700000292, -62.40000000000056 46.28333300000291, -62.416667000000544 46.283333000002926))","5"
"4-006","238377","POLYGON ((-62.60000000000057 46.233333000002915, -62.60000000000057 46.216667000002914, -62.58333300000056 46.21666700000293, -62.58333300000056 46.23333300000293, -62.60000000000057 46.233333000002915))","6"
"4-006","238895","POLYGON ((-62.733333000000584 46.08333300000293, -62.73333300000058 46.06666700000293, -62.716667000000605 46.06666700000293, -62.71666700000059 46.08333300000293, -62.733333000000584 46.08333300000293))","4"
"4-006","237533","POLYGON ((-62.9000000000006 46.416667000002896, -62.9000000000006 46.40000000000292, -62.88333300000062 46.40000000000291, -62.88333300000062 46.41666700000291, -62.9000000000006 46.416667000002896))","8"
"4-007","243002","POLYGON ((-64.4166670000007 46.6166670000029, -64.41666700000069 46.6000000000029, -64.4000000000007 46.6000000000029, -64.4000000000007 46.61666700000289, -64.4166670000007 46.6166670000029))","2"
"4-007","242553","POLYGON ((-64.06666700000068 46.8833330000029, -64.06666700000069 46.86666700000289, -64.05000000000068 46.866667000002884, -64.05000000000068 46.8833330000029, -64.06666700000068 46.8833330000029))","9"
"4-006","237289","POLYGON ((-62.45000000000057 46.4666670000029, -62.45000000000058 46.45000000000291, -62.43333300000055 46.450000000002916, -62.43333300000055 46.46666700000293, -62.45000000000057 46.4666670000029))","7"
"4-006","239119","POLYGON ((-62.550000000000566 45.98333300000293, -62.550000000000566 45.96666700000295, -62.53333300000056 45.966667000002964, -62.533333000000546 45.98333300000295, -62.550000000000566 45.98333300000293))","2"
"4-006","238312","POLYGON ((-62.53333300000056 46.25000000000293, -62.533333000000574 46.233333000002936, -62.5166670000006 46.23333300000296, -62.51666700000058 46.25000000000292, -62.53333300000056 46.25000000000293))","9"
"4-006","237212","POLYGON ((-62.566667000000564 46.48333300000292, -62.566667000000564 46.4666670000029, -62.55000000000059 46.4666670000029, -62.550000000000566 46.48333300000293, -62.566667000000564 46.48333300000292))","10"
"4-007","242707","POLYGON ((-64.25000000000068 46.766667000002904, -64.25000000000068 46.7500000000029, -64.23333300000068 46.7500000000029, -64.2333330000007 46.76666700000291, -64.25000000000068 46.766667000002904))","1"
"4-006","237179","POLYGON ((-62.23333300000057 46.50000000000291, -62.23333300000054 46.483333000002915, -62.21666700000055 46.483333000002915, -62.21666700000055 46.500000000002906, -62.23333300000057 46.50000000000291))","4"
"4-006","238622","POLYGON ((-62.90000000000059 46.16666700000293, -62.90000000000059 46.15000000000293, -62.88333300000059 46.15000000000292, -62.88333300000062 46.166667000002946, -62.90000000000059 46.16666700000293))","2"
"4-006","237559","POLYGON ((-62.466667000000555 46.41666700000292, -62.46666700000057 46.40000000000291, -62.45000000000058 46.40000000000293, -62.45000000000058 46.416667000002896, -62.466667000000555 46.41666700000292))","2"
"4-006","238514","POLYGON ((-62.55000000000057 46.20000000000294, -62.55000000000057 46.183333000002925, -62.533333000000574 46.18333300000293, -62.53333300000056 46.20000000000294, -62.55000000000057 46.20000000000294))","6"
"4-007","243161","POLYGON ((-63.683333000000644 46.56666700000293, -63.683333000000644 46.550000000002896, -63.66666700000064 46.550000000002896, -63.66666700000066 46.566667000002916, -63.683333000000644 46.56666700000293))","4"
"4-006","238068","POLYGON ((-63.15000000000062 46.3000000000029, -63.15000000000062 46.28333300000291, -63.13333300000061 46.28333300000292, -63.13333300000061 46.30000000000293, -63.15000000000062 46.3000000000029))","4"
"4-006","237861","POLYGON ((-62.9000000000006 46.350000000002915, -62.9000000000006 46.33333300000292, -62.88333300000059 46.33333300000292, -62.883333000000576 46.35000000000292, -62.9000000000006 46.350000000002915))","6"
"4-007","243581","POLYGON ((-63.70000000000066 46.40000000000291, -63.70000000000066 46.38333300000293, -63.683333000000644 46.383333000002914, -63.683333000000644 46.40000000000292, -63.70000000000066 46.40000000000291))","6"
"4-007","243539","POLYGON ((-63.733333000000655 46.416667000002896, -63.73333300000066 46.40000000000291, -63.71666700000067 46.400000000002926, -63.71666700000067 46.41666700000292, -63.733333000000655 46.416667000002896))","2"
"4-006","237158","POLYGON ((-63.35000000000063 46.50000000000292, -63.35000000000063 46.483333000002915, -63.33333300000064 46.48333300000293, -63.33333300000063 46.500000000002906, -63.35000000000063 46.50000000000292))","5"
"4-007","243748","POLYGON ((-63.46666700000063 46.31666700000294, -63.46666700000063 46.30000000000291, -63.45000000000065 46.300000000002896, -63.450000000000635 46.31666700000292, -63.46666700000063 46.31666700000294))","2"
"4-007","243723","POLYGON ((-63.46666700000063 46.33333300000293, -63.46666700000063 46.31666700000294, -63.450000000000635 46.31666700000292, -63.450000000000635 46.333333000002916, -63.46666700000063 46.33333300000293))","4"
"4-006","238541","POLYGON ((-63.18333300000062 46.183333000002925, -63.18333300000061 46.16666700000293, -63.16666700000063 46.16666700000293, -63.1666670000006 46.183333000002925, -63.18333300000062 46.183333000002925))","2"
"4-006","239041","POLYGON ((-62.76666700000059 46.016667000002954, -62.7666670000006 46.00000000000294, -62.750000000000576 46.000000000002935, -62.75000000000059 46.01666700000295, -62.76666700000059 46.016667000002954))","3"
"4-007","243699","POLYGON ((-63.43333300000062 46.35000000000293, -63.43333300000062 46.33333300000291, -63.416667000000636 46.33333300000291, -63.416667000000636 46.35000000000295, -63.43333300000062 46.35000000000293))","2"
"4-006","237602","POLYGON ((-63.18333300000062 46.40000000000291, -63.18333300000061 46.38333300000291, -63.166667000000615 46.38333300000291, -63.166667000000615 46.40000000000293, -63.18333300000062 46.40000000000291))","5"
"4-006","239015","POLYGON ((-62.66666700000057 46.03333300000295, -62.66666700000057 46.01666700000293, -62.65000000000057 46.01666700000296, -62.65000000000057 46.03333300000293, -62.66666700000057 46.03333300000295))","3"
"4-006","237178","POLYGON ((-62.250000000000554 46.500000000002935, -62.25000000000054 46.48333300000292, -62.23333300000054 46.483333000002915, -62.23333300000057 46.50000000000291, -62.250000000000554 46.500000000002935))","2"
"4-007","243069","POLYGON ((-63.91666700000067 46.60000000000292, -63.91666700000067 46.58333300000293, -63.90000000000068 46.583333000002916, -63.90000000000066 46.60000000000291, -63.91666700000067 46.60000000000292))","4"
"4-006","238370","POLYGON ((-62.71666700000059 46.23333300000293, -62.71666700000058 46.21666700000292, -62.70000000000061 46.21666700000292, -62.70000000000059 46.23333300000294, -62.71666700000059 46.23333300000293))","3"
"4-006","239286","POLYGON ((-62.20000000000054 46.31666700000292, -62.20000000000056 46.30000000000292, -62.183333000000545 46.30000000000292, -62.183333000000545 46.31666700000293, -62.20000000000054 46.31666700000292))","3"
"4-006","237407","POLYGON ((-61.983333000000535 46.450000000002944, -61.98333300000054 46.43333300000291, -61.966667000000534 46.433333000002925, -61.96666700000053 46.45000000000292, -61.983333000000535 46.450000000002944))","4"
"4-006","240988","POLYGON ((-61.950000000000536 46.45000000000292, -61.95000000000052 46.43333300000291, -61.93333300000055 46.43333300000292, -61.93333300000052 46.450000000002916, -61.950000000000536 46.45000000000292))","2"
"4-007","242415","POLYGON ((-64.06666700000069 47.016667000002876, -64.06666700000069 47.00000000000289, -64.05000000000068 47.000000000002885, -64.05000000000068 47.01666700000287, -64.06666700000069 47.016667000002876))","19"
"4-006","238137","POLYGON ((-63.15000000000062 46.28333300000291, -63.15000000000062 46.266667000002926, -63.13333300000061 46.26666700000293, -63.13333300000061 46.28333300000292, -63.15000000000062 46.28333300000291))","8"
"4-006","237459","POLYGON ((-62.616667000000575 46.433333000002925, -62.616667000000575 46.41666700000293, -62.600000000000556 46.41666700000291, -62.60000000000057 46.433333000002925, -62.616667000000575 46.433333000002925))","3"
"4-006","238356","POLYGON ((-62.9500000000006 46.23333300000296, -62.9500000000006 46.21666700000292, -62.9333330000006 46.21666700000293, -62.93333300000059 46.233333000002936, -62.9500000000006 46.23333300000296))","4"
"4-006","237685","POLYGON ((-63.18333300000061 46.38333300000291, -63.18333300000061 46.36666700000292, -63.166667000000615 46.366667000002934, -63.166667000000615 46.38333300000291, -63.18333300000061 46.38333300000291))","2"
"4-006","237727","POLYGON ((-62.48333300000058 46.38333300000292, -62.48333300000056 46.36666700000293, -62.466667000000555 46.36666700000291, -62.466667000000555 46.38333300000294, -62.48333300000058 46.38333300000292))","4"
"4-006","238634","POLYGON ((-62.70000000000059 46.16666700000294, -62.70000000000059 46.15000000000294, -62.683333000000566 46.15000000000292, -62.68333300000058 46.166667000002946, -62.70000000000059 46.16666700000294))","11"
"4-007","243459","POLYGON ((-63.61666700000064 46.45000000000291, -63.61666700000064 46.43333300000291, -63.60000000000065 46.43333300000291, -63.60000000000066 46.45000000000291, -63.61666700000064 46.45000000000291))","4"
"4-006","239083","POLYGON ((-62.600000000000556 46.00000000000295, -62.600000000000556 45.983333000002965, -62.58333300000057 45.98333300000295, -62.58333300000057 46.00000000000294, -62.600000000000556 46.00000000000295))","3"
"4-007","243264","POLYGON ((-63.96666700000069 46.51666700000292, -63.96666700000069 46.50000000000294, -63.950000000000664 46.500000000002906, -63.95000000000068 46.51666700000292, -63.96666700000069 46.51666700000292))","1"
"4-006","238569","POLYGON ((-62.71666700000059 46.18333300000294, -62.71666700000059 46.16666700000291, -62.70000000000059 46.16666700000294, -62.70000000000059 46.18333300000294, -62.71666700000059 46.18333300000294))","2"
"4-006","238493","POLYGON ((-62.9000000000006 46.20000000000294, -62.90000000000059 46.18333300000294, -62.883333000000604 46.18333300000294, -62.883333000000604 46.200000000002916, -62.9000000000006 46.20000000000294))","4"
"4-006","238078","POLYGON ((-62.98333300000061 46.300000000002925, -62.983333000000584 46.28333300000293, -62.9666670000006 46.28333300000291, -62.9666670000006 46.300000000002925, -62.98333300000061 46.300000000002925))","2"
"4-007","243401","POLYGON ((-63.86666700000066 46.46666700000292, -63.86666700000066 46.45000000000291, -63.85000000000066 46.45000000000291, -63.85000000000066 46.46666700000289, -63.86666700000066 46.46666700000292))","2"
"4-006","237447","POLYGON ((-62.816667000000585 46.433333000002925, -62.816667000000585 46.4166670000029, -62.80000000000059 46.41666700000292, -62.80000000000061 46.43333300000293, -62.816667000000585 46.433333000002925))","4"
"4-006","237624","POLYGON ((-62.816667000000585 46.4000000000029, -62.816667000000585 46.38333300000292, -62.80000000000059 46.383333000002935, -62.80000000000059 46.40000000000291, -62.816667000000585 46.4000000000029))","6"
"4-007","243622","POLYGON ((-63.650000000000645 46.383333000002914, -63.65000000000063 46.36666700000291, -63.63333300000063 46.36666700000293, -63.63333300000065 46.383333000002935, -63.650000000000645 46.383333000002914))","2"
"4-006","237229","POLYGON ((-62.183333000000545 46.48333300000291, -62.183333000000545 46.46666700000292, -62.16666700000054 46.46666700000292, -62.16666700000054 46.483333000002936, -62.183333000000545 46.48333300000291))","3"
"4-006","238816","POLYGON ((-62.55000000000055 46.11666700000295, -62.55000000000057 46.10000000000294, -62.53333300000056 46.10000000000294, -62.533333000000574 46.11666700000293, -62.55000000000055 46.11666700000295))","2"
"4-007","242887","POLYGON ((-64.4166670000007 46.666667000002896, -64.4166670000007 46.6500000000029, -64.4000000000007 46.65000000000288, -64.4000000000007 46.6666670000029, -64.4166670000007 46.666667000002896))","3"
"4-007","243762","POLYGON ((-63.583333000000636 46.30000000000293, -63.583333000000636 46.28333300000293, -63.56666700000063 46.283333000002926, -63.56666700000064 46.30000000000292, -63.583333000000636 46.30000000000293))","6"
"4-007","242905","POLYGON ((-64.11666700000069 46.6666670000029, -64.11666700000069 46.65000000000291, -64.10000000000066 46.65000000000289, -64.10000000000069 46.666667000002896, -64.11666700000069 46.6666670000029))","3"
"4-006","239273","POLYGON ((-61.966667000000534 46.466667000002914, -61.96666700000053 46.45000000000292, -61.950000000000536 46.45000000000292, -61.95000000000052 46.46666700000293, -61.966667000000534 46.466667000002914))","4"
"4-006","239756","POLYGON ((-63.05000000000058 45.95000000000293, -63.05000000000058 45.93333300000296, -63.033333000000596 45.93333300000294, -63.033333000000596 45.950000000002944, -63.05000000000058 45.95000000000293))","2"
"4-006","237755","POLYGON ((-63.35000000000063 46.36666700000292, -63.35000000000063 46.35000000000291, -63.333333000000614 46.35000000000292, -63.33333300000063 46.3666670000029, -63.35000000000063 46.36666700000292))","5"
"4-007","243689","POLYGON ((-63.60000000000065 46.35000000000292, -63.600000000000634 46.33333300000291, -63.58333300000065 46.33333300000291, -63.583333000000636 46.35000000000292, -63.60000000000065 46.35000000000292))","5"
"4-007","243780","POLYGON ((-63.63333300000065 46.283333000002926, -63.63333300000065 46.26666700000291, -63.61666700000064 46.26666700000292, -63.61666700000064 46.28333300000292, -63.63333300000065 46.283333000002926))","4"
"4-007","243453","POLYGON ((-63.716667000000655 46.45000000000292, -63.71666700000067 46.43333300000292, -63.70000000000066 46.43333300000292, -63.70000000000066 46.45000000000292, -63.716667000000655 46.45000000000292))","7"
"4-007","242620","POLYGON ((-64.05000000000068 46.833333000002895, -64.05000000000068 46.816667000002894, -64.03333300000068 46.816667000002894, -64.03333300000067 46.83333300000289, -64.05000000000068 46.833333000002895))","4"
"4-006","237714","POLYGON ((-62.70000000000058 46.38333300000293, -62.70000000000059 46.366667000002934, -62.68333300000058 46.3666670000029, -62.68333300000059 46.38333300000292, -62.70000000000058 46.38333300000293))","2"
"4-006","238800","POLYGON ((-62.816667000000585 46.11666700000295, -62.816667000000585 46.10000000000294, -62.80000000000059 46.10000000000293, -62.80000000000059 46.116667000002934, -62.816667000000585 46.11666700000295))","4"
"4-007","242520","POLYGON ((-64.2333330000007 46.90000000000287, -64.2333330000007 46.88333300000289, -64.21666700000068 46.88333300000289, -64.21666700000068 46.90000000000291, -64.2333330000007 46.90000000000287))","3"
"4-007","242744","POLYGON ((-64.10000000000068 46.7500000000029, -64.10000000000066 46.7333330000029, -64.08333300000066 46.733333000002915, -64.08333300000066 46.75000000000289, -64.10000000000068 46.7500000000029))","9"
"4-006","240860","POLYGON ((-61.91666700000053 46.51666700000292, -61.91666700000053 46.50000000000292, -61.90000000000054 46.500000000002935, -61.90000000000054 46.51666700000293, -61.91666700000053 46.51666700000292))","2"
"4-006","237651","POLYGON ((-62.366667000000575 46.40000000000291, -62.36666700000056 46.38333300000294, -62.35000000000056 46.38333300000293, -62.35000000000056 46.40000000000293, -62.366667000000575 46.40000000000291))","4"
"4-006","237802","POLYGON ((-62.566667000000585 46.36666700000291, -62.566667000000564 46.35000000000292, -62.55000000000057 46.35000000000292, -62.550000000000566 46.36666700000291, -62.566667000000585 46.36666700000291))","16"
"4-007","243700","POLYGON ((-63.416667000000636 46.35000000000295, -63.416667000000636 46.33333300000291, -63.40000000000064 46.33333300000291, -63.40000000000064 46.35000000000292, -63.416667000000636 46.35000000000295))","8"
"4-006","239111","POLYGON ((-62.683333000000566 45.98333300000298, -62.68333300000059 45.96666700000294, -62.66666700000057 45.96666700000294, -62.66666700000057 45.98333300000295, -62.683333000000566 45.98333300000298))","10"
"4-007","243756","POLYGON ((-63.683333000000644 46.30000000000292, -63.683333000000644 46.283333000002905, -63.66666700000064 46.28333300000291, -63.66666700000066 46.3000000000029, -63.683333000000644 46.30000000000292))","13"
"4-006","237236","POLYGON ((-62.03333300000052 46.483333000002915, -62.03333300000054 46.46666700000292, -62.01666700000052 46.46666700000293, -62.01666700000053 46.48333300000293, -62.03333300000052 46.483333000002915))","2"
"4-006","238032","POLYGON ((-62.550000000000566 46.31666700000292, -62.55000000000057 46.30000000000291, -62.53333300000056 46.300000000002925, -62.53333300000056 46.31666700000292, -62.550000000000566 46.31666700000292))","3"
"4-006","237282","POLYGON ((-62.566667000000564 46.4666670000029, -62.566667000000585 46.45000000000291, -62.550000000000566 46.450000000002916, -62.55000000000059 46.4666670000029, -62.566667000000564 46.4666670000029))","6"
"4-006","237835","POLYGON ((-63.333333000000614 46.35000000000292, -63.33333300000063 46.333333000002916, -63.31666700000063 46.333333000002916, -63.31666700000062 46.35000000000293, -63.333333000000614 46.35000000000292))","5"
"4-007","242595","POLYGON ((-64.08333300000066 46.85000000000289, -64.08333300000068 46.83333300000289, -64.06666700000068 46.8333330000029, -64.06666700000068 46.850000000002886, -64.08333300000066 46.85000000000289))","5"
"4-006","237697","POLYGON ((-62.98333300000062 46.383333000002914, -62.9833330000006 46.36666700000292, -62.9666670000006 46.366667000002906, -62.9666670000006 46.383333000002935, -62.98333300000062 46.383333000002914))","8"
"4-006","238033","POLYGON ((-62.53333300000056 46.31666700000292, -62.53333300000056 46.300000000002925, -62.51666700000058 46.30000000000293, -62.51666700000058 46.31666700000293, -62.53333300000056 46.31666700000292))","4"
"4-007","242574","POLYGON ((-64.08333300000066 46.866667000002884, -64.08333300000066 46.85000000000289, -64.06666700000068 46.850000000002886, -64.06666700000069 46.86666700000289, -64.08333300000066 46.866667000002884))","8"
"4-006","238026","POLYGON ((-62.65000000000058 46.316667000002944, -62.65000000000057 46.300000000002925, -62.63333300000058 46.30000000000292, -62.63333300000058 46.31666700000292, -62.65000000000058 46.316667000002944))","2"
"4-007","242437","POLYGON ((-64.13333300000066 46.98333300000288, -64.13333300000066 46.96666700000288, -64.11666700000069 46.966667000002886, -64.1166670000007 46.98333300000289, -64.13333300000066 46.98333300000288))","2"
"4-007","243187","POLYGON ((-63.91666700000066 46.550000000002896, -63.91666700000067 46.53333300000289, -63.90000000000068 46.53333300000292, -63.90000000000068 46.550000000002896, -63.91666700000066 46.550000000002896))","2"
"4-006","238814","POLYGON ((-62.583333000000586 46.11666700000295, -62.58333300000057 46.10000000000296, -62.566667000000564 46.10000000000295, -62.566667000000564 46.11666700000295, -62.583333000000586 46.11666700000295))","7"
"4-006","239140","POLYGON ((-62.70000000000059 45.96666700000296, -62.70000000000058 45.950000000002944, -62.683333000000566 45.950000000002944, -62.68333300000059 45.96666700000294, -62.70000000000059 45.96666700000296))","4"
"4-007","243794","POLYGON ((-63.766667000000666 46.26666700000293, -63.766667000000666 46.25000000000291, -63.75000000000067 46.25000000000292, -63.750000000000654 46.26666700000292, -63.766667000000666 46.26666700000293))","16"
"4-007","243940","POLYGON ((-64.4166670000007 46.800000000002875, -64.41666700000071 46.7833330000029, -64.4000000000007 46.78333300000291, -64.4000000000007 46.80000000000288, -64.4166670000007 46.800000000002875))","1"
"4-007","245412","POLYGON ((-64.50000000000071 46.70000000000291, -64.50000000000071 46.6833330000029, -64.48333300000073 46.6833330000029, -64.48333300000071 46.70000000000291, -64.50000000000071 46.70000000000291))","1"
"4-007","244535","POLYGON ((-64.08333300000068 47.51666700000285, -64.0833330000007 47.500000000002856, -64.06666700000069 47.500000000002856, -64.06666700000069 47.516667000002826, -64.08333300000068 47.51666700000285))","1"
"4-007","243379","POLYGON ((-63.516667000000645 46.483333000002915, -63.516667000000616 46.46666700000292, -63.50000000000064 46.46666700000293, -63.50000000000064 46.48333300000293, -63.516667000000645 46.483333000002915))","6"
"4-006","237923","POLYGON ((-63.133333000000626 46.333333000002945, -63.13333300000061 46.31666700000294, -63.11666700000062 46.31666700000293, -63.116667000000604 46.33333300000291, -63.133333000000626 46.333333000002945))","5"
"4-006","237603","POLYGON ((-63.166667000000615 46.40000000000293, -63.166667000000615 46.38333300000291, -63.150000000000624 46.38333300000291, -63.15000000000062 46.40000000000292, -63.166667000000615 46.40000000000293))","3"
"4-006","238273","POLYGON ((-63.18333300000061 46.25000000000293, -63.18333300000061 46.23333300000293, -63.166667000000615 46.233333000002936, -63.166667000000615 46.25000000000292, -63.18333300000061 46.25000000000293))","8"
"4-007","243030","POLYGON ((-63.950000000000664 46.61666700000291, -63.95000000000068 46.600000000002915, -63.93333300000068 46.6000000000029, -63.933333000000665 46.61666700000291, -63.950000000000664 46.61666700000291))","3"
"4-006","238351","POLYGON ((-63.033333000000596 46.23333300000293, -63.03333300000058 46.21666700000295, -63.01666700000062 46.21666700000292, -63.016667000000595 46.23333300000292, -63.033333000000596 46.23333300000293))","3"
"4-006","237246","POLYGON ((-63.38333300000063 46.46666700000291, -63.383333000000626 46.4500000000029, -63.366667000000625 46.45000000000292, -63.36666700000064 46.46666700000292, -63.38333300000063 46.46666700000291))","3"
