"tier_4","grid_id","geometry","median_measurements"
"4-007","243763","POLYGON ((-63.56666700000064 46.30000000000292, -63.56666700000063 46.283333000002926, -63.55000000000064 46.28333300000292, -63.55000000000065 46.300000000002925, -63.56666700000064 46.30000000000292))","4"
"4-007","243555","POLYGON ((-64.13333300000069 46.40000000000292, -64.13333300000068 46.38333300000293, -64.11666700000069 46.38333300000293, -64.1166670000007 46.400000000002926, -64.13333300000069 46.40000000000292))","3"
"4-007","242509","POLYGON ((-64.11666700000069 46.91666700000288, -64.11666700000069 46.900000000002905, -64.10000000000068 46.9000000000029, -64.10000000000068 46.91666700000288, -64.11666700000069 46.91666700000288))","2"
"4-007","243304","POLYGON ((-64.01666700000068 46.500000000002906, -64.01666700000068 46.48333300000292, -64.00000000000068 46.48333300000293, -64.00000000000068 46.50000000000294, -64.01666700000068 46.500000000002906))","1"
"4-007","242717","POLYGON ((-64.08333300000066 46.766667000002876, -64.08333300000066 46.75000000000289, -64.06666700000068 46.7500000000029, -64.06666700000068 46.76666700000289, -64.08333300000066 46.766667000002876))","4"
"4-007","243835","POLYGON ((-63.43333300000062 46.250000000002935, -63.43333300000062 46.23333300000292, -63.41666700000062 46.23333300000293, -63.41666700000062 46.25000000000294, -63.43333300000062 46.250000000002935))","2"
"4-007","243124","POLYGON ((-63.683333000000644 46.583333000002916, -63.683333000000644 46.56666700000293, -63.66666700000066 46.566667000002916, -63.666667000000636 46.58333300000291, -63.683333000000644 46.583333000002916))","2"
"4-007","242665","POLYGON ((-64.10000000000069 46.800000000002875, -64.10000000000068 46.78333300000288, -64.08333300000068 46.783333000002884, -64.08333300000066 46.80000000000289, -64.10000000000069 46.800000000002875))","12"
"4-007","243703","POLYGON ((-63.800000000000665 46.33333300000292, -63.800000000000665 46.316667000002916, -63.78333300000065 46.31666700000294, -63.78333300000066 46.33333300000291, -63.800000000000665 46.33333300000292))","12"
"4-007","243306","POLYGON ((-63.98333300000068 46.50000000000293, -63.98333300000068 46.48333300000293, -63.966667000000676 46.4833330000029, -63.96666700000069 46.50000000000294, -63.98333300000068 46.50000000000293))","6"
"4-007","243541","POLYGON ((-63.70000000000067 46.416667000002896, -63.70000000000066 46.40000000000291, -63.683333000000644 46.40000000000292, -63.683333000000644 46.41666700000291, -63.70000000000067 46.416667000002896))","4"
"4-007","243544","POLYGON ((-63.650000000000645 46.41666700000289, -63.65000000000063 46.40000000000291, -63.63333300000063 46.4000000000029, -63.63333300000065 46.416667000002924, -63.650000000000645 46.41666700000289))","4"
"4-007","243707","POLYGON ((-63.733333000000655 46.333333000002916, -63.73333300000066 46.31666700000292, -63.716667000000655 46.31666700000293, -63.716667000000655 46.33333300000294, -63.733333000000655 46.333333000002916))","3"
"4-007","242825","POLYGON ((-64.3666670000007 46.700000000002895, -64.3666670000007 46.68333300000289, -64.35000000000068 46.68333300000292, -64.35000000000069 46.70000000000289, -64.3666670000007 46.700000000002895))","4"
"4-007","243597","POLYGON ((-63.43333300000062 46.40000000000292, -63.43333300000062 46.383333000002914, -63.416667000000636 46.38333300000293, -63.416667000000636 46.40000000000291, -63.43333300000062 46.40000000000292))","15"
"4-007","242653","POLYGON ((-64.30000000000068 46.80000000000287, -64.3000000000007 46.78333300000289, -64.28333300000068 46.78333300000288, -64.2833330000007 46.80000000000289, -64.30000000000068 46.80000000000287))","4"
"4-007","242592","POLYGON ((-64.13333300000068 46.85000000000289, -64.13333300000069 46.8333330000029, -64.11666700000069 46.83333300000291, -64.1166670000007 46.85000000000289, -64.13333300000068 46.85000000000289))","7"
"4-007","242758","POLYGON ((-64.4000000000007 46.73333300000288, -64.4000000000007 46.71666700000289, -64.38333300000069 46.7166670000029, -64.3833330000007 46.73333300000291, -64.4000000000007 46.73333300000288))","3"
"4-007","242632","POLYGON ((-64.2666670000007 46.816667000002894, -64.26666700000068 46.80000000000287, -64.2500000000007 46.80000000000287, -64.25000000000068 46.816667000002894, -64.2666670000007 46.816667000002894))","13"
"4-007","242789","POLYGON ((-64.43333300000072 46.7166670000029, -64.43333300000073 46.700000000002895, -64.41666700000069 46.70000000000292, -64.41666700000071 46.716667000002886, -64.43333300000072 46.7166670000029))","2"
"4-007","242989","POLYGON ((-63.96666700000069 46.633333000002914, -63.96666700000067 46.61666700000291, -63.950000000000664 46.61666700000291, -63.95000000000068 46.633333000002885, -63.96666700000069 46.633333000002914))","7"
"4-007","243829","POLYGON ((-63.53333300000064 46.25000000000293, -63.53333300000064 46.233333000002936, -63.51666700000063 46.233333000002915, -63.516667000000645 46.25000000000291, -63.53333300000064 46.25000000000293))","4"
"4-007","243334","POLYGON ((-63.51666700000063 46.500000000002906, -63.516667000000645 46.483333000002915, -63.50000000000064 46.48333300000293, -63.50000000000064 46.50000000000289, -63.51666700000063 46.500000000002906))","4"
"4-007","243262","POLYGON ((-64.00000000000068 46.51666700000291, -64.00000000000068 46.50000000000294, -63.98333300000068 46.50000000000293, -63.98333300000066 46.516667000002904, -64.00000000000068 46.51666700000291))","5"
"4-007","243206","POLYGON ((-63.600000000000634 46.55000000000292, -63.60000000000065 46.533333000002905, -63.583333000000636 46.533333000002926, -63.58333300000065 46.5500000000029, -63.600000000000634 46.55000000000292))","3"
"4-007","242513","POLYGON ((-64.05000000000068 46.916667000002874, -64.0500000000007 46.90000000000288, -64.03333300000067 46.9000000000029, -64.03333300000067 46.916667000002874, -64.05000000000068 46.916667000002874))","5"
"4-007","242641","POLYGON ((-64.11666700000069 46.81666700000291, -64.11666700000069 46.80000000000289, -64.10000000000069 46.800000000002875, -64.10000000000068 46.816667000002894, -64.11666700000069 46.81666700000291))","7"
"4-007","243754","POLYGON ((-63.716667000000655 46.30000000000292, -63.71666700000064 46.28333300000291, -63.70000000000067 46.28333300000294, -63.70000000000066 46.300000000002925, -63.716667000000655 46.30000000000292))","3"
"4-007","242577","POLYGON ((-64.03333300000067 46.866667000002884, -64.03333300000067 46.85000000000288, -64.01666700000068 46.85000000000289, -64.0166670000007 46.866667000002884, -64.03333300000067 46.866667000002884))","3"
"4-007","243460","POLYGON ((-63.60000000000066 46.45000000000291, -63.60000000000065 46.43333300000291, -63.58333300000065 46.43333300000291, -63.583333000000636 46.45000000000291, -63.60000000000066 46.45000000000291))","2"
"4-007","242847","POLYGON ((-64.00000000000068 46.70000000000289, -64.00000000000068 46.683333000002904, -63.98333300000068 46.683333000002904, -63.98333300000068 46.7000000000029, -64.00000000000068 46.70000000000289))","3"
"4-007","242966","POLYGON ((-64.35000000000069 46.63333300000289, -64.35000000000069 46.61666700000291, -64.33333300000066 46.6166670000029, -64.33333300000068 46.63333300000289, -64.35000000000069 46.63333300000289))","2"
"4-007","243830","POLYGON ((-63.516667000000645 46.25000000000291, -63.51666700000063 46.233333000002915, -63.50000000000063 46.23333300000292, -63.50000000000064 46.25000000000294, -63.516667000000645 46.25000000000291))","4"
"4-007","243204","POLYGON ((-63.63333300000065 46.5500000000029, -63.63333300000065 46.5333330000029, -63.61666700000064 46.53333300000293, -63.616667000000646 46.55000000000291, -63.63333300000065 46.5500000000029))","3"
"4-007","242837","POLYGON ((-64.16666700000069 46.700000000002895, -64.16666700000069 46.68333300000287, -64.1500000000007 46.68333300000288, -64.15000000000069 46.70000000000291, -64.16666700000069 46.700000000002895))","3"
"4-007","243482","POLYGON ((-63.96666700000067 46.433333000002925, -63.966667000000676 46.41666700000292, -63.950000000000664 46.41666700000291, -63.95000000000068 46.4333330000029, -63.96666700000067 46.433333000002925))","4"
"4-007","242768","POLYGON ((-64.23333300000068 46.7333330000029, -64.23333300000068 46.7166670000029, -64.21666700000068 46.7166670000029, -64.21666700000068 46.7333330000029, -64.23333300000068 46.7333330000029))","4"
"4-007","242556","POLYGON ((-64.0166670000007 46.88333300000291, -64.0166670000007 46.866667000002884, -64.00000000000068 46.866667000002884, -64.00000000000068 46.883333000002885, -64.0166670000007 46.88333300000291))","6"
"4-007","243101","POLYGON ((-64.06666700000068 46.58333300000293, -64.06666700000069 46.5666670000029, -64.05000000000068 46.566667000002916, -64.05000000000068 46.5833330000029, -64.06666700000068 46.58333300000293))","9"
"4-007","243256","POLYGON ((-64.10000000000068 46.516667000002904, -64.10000000000066 46.5000000000029, -64.08333300000066 46.50000000000293, -64.08333300000068 46.516667000002904, -64.10000000000068 46.516667000002904))","4"
"4-007","243004","POLYGON ((-64.38333300000069 46.6166670000029, -64.38333300000068 46.60000000000291, -64.3666670000007 46.60000000000291, -64.36666700000072 46.61666700000289, -64.38333300000069 46.6166670000029))","2"
"4-007","243396","POLYGON ((-63.950000000000664 46.46666700000292, -63.950000000000664 46.450000000002916, -63.933333000000665 46.45000000000291, -63.933333000000665 46.46666700000292, -63.950000000000664 46.46666700000292))","3"
"4-007","243242","POLYGON ((-63.66666700000064 46.53333300000291, -63.66666700000066 46.51666700000292, -63.65000000000063 46.51666700000292, -63.650000000000645 46.53333300000293, -63.66666700000064 46.53333300000291))","95"
"4-007","243452","POLYGON ((-63.73333300000066 46.45000000000291, -63.733333000000655 46.43333300000291, -63.71666700000067 46.43333300000292, -63.716667000000655 46.45000000000292, -63.73333300000066 46.45000000000291))","3"
"4-007","242760","POLYGON ((-64.36666700000072 46.73333300000288, -64.3666670000007 46.7166670000029, -64.35000000000069 46.7166670000029, -64.35000000000069 46.73333300000291, -64.36666700000072 46.73333300000288))","104"
"4-007","243578","POLYGON ((-63.75000000000067 46.40000000000291, -63.750000000000654 46.38333300000294, -63.733333000000655 46.38333300000291, -63.73333300000066 46.40000000000291, -63.75000000000067 46.40000000000291))","5"
"4-007","243372","POLYGON ((-63.63333300000065 46.48333300000291, -63.63333300000065 46.46666700000292, -63.616667000000646 46.46666700000291, -63.61666700000064 46.4833330000029, -63.63333300000065 46.48333300000291))","8"
"4-007","242923","POLYGON ((-64.4000000000007 46.65000000000288, -64.40000000000072 46.633333000002914, -64.38333300000069 46.63333300000291, -64.38333300000069 46.65000000000288, -64.4000000000007 46.65000000000288))","4"
"4-007","242683","POLYGON ((-64.21666700000068 46.78333300000289, -64.21666700000071 46.76666700000289, -64.2000000000007 46.7666670000029, -64.20000000000068 46.783333000002905, -64.21666700000068 46.78333300000289))","2"
"4-007","243595","POLYGON ((-63.46666700000063 46.40000000000292, -63.46666700000063 46.3833330000029, -63.45000000000065 46.38333300000293, -63.45000000000065 46.40000000000291, -63.46666700000063 46.40000000000292))","3"
"4-007","243818","POLYGON ((-63.71666700000064 46.250000000002935, -63.716667000000655 46.233333000002936, -63.70000000000066 46.23333300000294, -63.70000000000067 46.25000000000293, -63.71666700000064 46.250000000002935))","4"
"4-007","242453","POLYGON ((-64.15000000000069 46.966667000002886, -64.15000000000069 46.95000000000289, -64.13333300000068 46.95000000000288, -64.13333300000066 46.96666700000288, -64.15000000000069 46.966667000002886))","4"
"4-007","243862","POLYGON ((-63.60000000000065 46.21666700000295, -63.600000000000634 46.200000000002916, -63.58333300000065 46.20000000000291, -63.58333300000062 46.21666700000292, -63.60000000000065 46.21666700000295))","10"
"4-007","242906","POLYGON ((-64.10000000000069 46.666667000002896, -64.10000000000066 46.65000000000289, -64.08333300000068 46.6500000000029, -64.08333300000066 46.66666700000291, -64.10000000000069 46.666667000002896))","6"
"4-007","243627","POLYGON ((-63.566667000000656 46.38333300000293, -63.566667000000656 46.36666700000292, -63.55000000000064 46.36666700000291, -63.55000000000064 46.38333300000291, -63.566667000000656 46.38333300000293))","2"
"4-007","242861","POLYGON ((-64.30000000000068 46.6833330000029, -64.30000000000071 46.6666670000029, -64.28333300000068 46.666667000002896, -64.2833330000007 46.68333300000286, -64.30000000000068 46.6833330000029))","1"
"4-007","243671","POLYGON ((-63.41666700000062 46.366667000002906, -63.416667000000636 46.35000000000295, -63.40000000000064 46.35000000000292, -63.400000000000624 46.36666700000291, -63.41666700000062 46.366667000002906))","4"
"4-007","243653","POLYGON ((-63.716667000000655 46.3666670000029, -63.71666700000067 46.350000000002915, -63.70000000000066 46.35000000000292, -63.70000000000067 46.36666700000291, -63.716667000000655 46.3666670000029))","7"
"4-007","242550","POLYGON ((-64.11666700000069 46.883333000002885, -64.11666700000069 46.86666700000289, -64.10000000000069 46.86666700000286, -64.10000000000068 46.88333300000288, -64.11666700000069 46.883333000002885))","7"
"4-007","243462","POLYGON ((-63.566667000000656 46.45000000000291, -63.56666700000064 46.43333300000293, -63.55000000000064 46.43333300000291, -63.55000000000065 46.450000000002916, -63.566667000000656 46.45000000000291))","7"
"4-007","243001","POLYGON ((-64.43333300000072 46.61666700000289, -64.43333300000072 46.6000000000029, -64.41666700000069 46.6000000000029, -64.4166670000007 46.6166670000029, -64.43333300000072 46.61666700000289))","4"
"4-007","243336","POLYGON ((-63.48333300000064 46.50000000000293, -63.48333300000064 46.48333300000292, -63.46666700000065 46.48333300000293, -63.46666700000063 46.50000000000291, -63.48333300000064 46.50000000000293))","9"
"4-007","242459","POLYGON ((-64.05000000000068 46.96666700000287, -64.05000000000068 46.95000000000287, -64.03333300000067 46.95000000000288, -64.03333300000065 46.966667000002886, -64.05000000000068 46.96666700000287))","4"
"4-007","243323","POLYGON ((-63.70000000000066 46.50000000000292, -63.70000000000066 46.48333300000293, -63.683333000000644 46.48333300000293, -63.683333000000644 46.500000000002935, -63.70000000000066 46.50000000000292))","2"
"4-007","242565","POLYGON ((-64.2333330000007 46.866667000002856, -64.23333300000068 46.85000000000291, -64.21666700000068 46.8500000000029, -64.21666700000068 46.86666700000289, -64.2333330000007 46.866667000002856))","3"
"4-007","243354","POLYGON ((-63.933333000000665 46.48333300000292, -63.933333000000665 46.46666700000292, -63.91666700000067 46.46666700000292, -63.91666700000066 46.483333000002915, -63.933333000000665 46.48333300000292))","2"
"4-007","242460","POLYGON ((-64.03333300000065 46.966667000002886, -64.03333300000067 46.95000000000288, -64.0166670000007 46.95000000000289, -64.01666700000068 46.966667000002865, -64.03333300000065 46.966667000002886))","4"
"4-007","242685","POLYGON ((-64.18333300000069 46.78333300000291, -64.18333300000069 46.76666700000287, -64.16666700000069 46.76666700000289, -64.1666670000007 46.7833330000029, -64.18333300000069 46.78333300000291))","6"
"4-007","242594","POLYGON ((-64.10000000000069 46.85000000000288, -64.10000000000068 46.83333300000291, -64.08333300000068 46.83333300000289, -64.08333300000066 46.85000000000289, -64.10000000000069 46.85000000000288))","4"
"4-007","244297","POLYGON ((-63.866667000000646 46.316667000002916, -63.866667000000675 46.30000000000291, -63.85000000000065 46.30000000000292, -63.85000000000065 46.31666700000291, -63.866667000000646 46.316667000002916))","2"
"4-007","243219","POLYGON ((-64.05000000000068 46.533333000002926, -64.05000000000068 46.51666700000291, -64.03333300000068 46.51666700000292, -64.03333300000068 46.533333000002905, -64.05000000000068 46.533333000002926))","4"
"4-007","243067","POLYGON ((-63.95000000000068 46.600000000002915, -63.95000000000068 46.58333300000293, -63.933333000000665 46.58333300000293, -63.93333300000068 46.6000000000029, -63.95000000000068 46.600000000002915))","3"
"4-007","243980","POLYGON ((-64.38333300000069 46.583333000002916, -64.38333300000068 46.566667000002916, -64.36666700000072 46.56666700000291, -64.36666700000069 46.583333000002916, -64.38333300000069 46.583333000002916))","3"
"4-007","244151","POLYGON ((-64.28333300000068 46.50000000000291, -64.2833330000007 46.48333300000291, -64.2666670000007 46.48333300000293, -64.26666700000068 46.50000000000293, -64.28333300000068 46.50000000000291))","16"
"4-007","244522","POLYGON ((-63.45000000000065 46.566667000002916, -63.45000000000065 46.550000000002925, -63.433333000000644 46.550000000002896, -63.43333300000062 46.56666700000291, -63.45000000000065 46.566667000002916))","24"
"4-007","243495","POLYGON ((-63.75000000000067 46.4333330000029, -63.750000000000654 46.41666700000291, -63.733333000000655 46.416667000002896, -63.733333000000655 46.43333300000291, -63.75000000000067 46.4333330000029))","6"
"4-007","243055","POLYGON ((-64.15000000000069 46.60000000000291, -64.15000000000067 46.58333300000291, -64.13333300000068 46.5833330000029, -64.13333300000066 46.60000000000291, -64.15000000000069 46.60000000000291))","3"
"4-007","243842","POLYGON ((-63.63333300000063 46.23333300000292, -63.63333300000063 46.21666700000292, -63.616667000000646 46.216667000002936, -63.61666700000064 46.233333000002915, -63.63333300000063 46.23333300000292))","3"
"4-007","242599","POLYGON ((-64.01666700000068 46.85000000000289, -64.01666700000068 46.8333330000029, -64.00000000000068 46.833333000002895, -64.00000000000067 46.85000000000288, -64.01666700000068 46.85000000000289))","4"
"4-007","242930","POLYGON ((-64.2833330000007 46.65000000000288, -64.28333300000068 46.63333300000291, -64.2666670000007 46.633333000002914, -64.26666700000068 46.65000000000289, -64.2833330000007 46.65000000000288))","4"
"4-007","243793","POLYGON ((-63.416667000000636 46.28333300000293, -63.41666700000062 46.26666700000291, -63.400000000000624 46.26666700000294, -63.40000000000064 46.28333300000291, -63.416667000000636 46.28333300000293))","3"
"4-007","247891","POLYGON ((-63.08333300000063 46.916667000002874, -63.083333000000614 46.90000000000288, -63.06666700000062 46.900000000002905, -63.06666700000062 46.91666700000289, -63.08333300000063 46.916667000002874))","2"
"4-007","242799","POLYGON ((-64.26666700000068 46.7166670000029, -64.2666670000007 46.700000000002895, -64.2500000000007 46.7000000000029, -64.2500000000007 46.71666700000291, -64.26666700000068 46.7166670000029))","5"
"4-007","242479","POLYGON ((-64.0166670000007 46.95000000000289, -64.0166670000007 46.933333000002875, -64.00000000000068 46.933333000002875, -64.00000000000068 46.95000000000288, -64.0166670000007 46.95000000000289))","11"
"4-007","243778","POLYGON ((-63.66666700000064 46.28333300000291, -63.666667000000636 46.266667000002904, -63.65000000000063 46.266667000002926, -63.65000000000063 46.28333300000293, -63.66666700000064 46.28333300000291))","4"
"4-007","243584","POLYGON ((-63.65000000000063 46.40000000000291, -63.650000000000645 46.383333000002914, -63.63333300000065 46.383333000002935, -63.63333300000063 46.4000000000029, -63.65000000000063 46.40000000000291))","2"
"4-007","243795","POLYGON ((-63.750000000000654 46.26666700000292, -63.75000000000067 46.25000000000292, -63.733333000000655 46.25000000000293, -63.73333300000066 46.26666700000293, -63.750000000000654 46.26666700000292))","2"
"4-007","242932","POLYGON ((-64.25000000000068 46.65000000000288, -64.25000000000068 46.63333300000291, -64.23333300000067 46.63333300000289, -64.23333300000068 46.65000000000288, -64.25000000000068 46.65000000000288))","4"
"4-007","243659","POLYGON ((-63.616667000000646 46.36666700000291, -63.61666700000064 46.350000000002915, -63.60000000000065 46.35000000000292, -63.60000000000065 46.3666670000029, -63.616667000000646 46.36666700000291))","5"
"4-007","242492","POLYGON ((-64.11666700000069 46.933333000002875, -64.11666700000069 46.91666700000288, -64.10000000000068 46.91666700000288, -64.10000000000068 46.933333000002875, -64.11666700000069 46.933333000002875))","4"
"4-007","242726","POLYGON ((-64.4000000000007 46.750000000002885, -64.4000000000007 46.73333300000288, -64.3833330000007 46.73333300000291, -64.38333300000069 46.750000000002885, -64.4000000000007 46.750000000002885))","2"
"4-007","243450","POLYGON ((-63.76666700000065 46.450000000002916, -63.766667000000666 46.43333300000291, -63.75000000000067 46.4333330000029, -63.75000000000067 46.45000000000291, -63.76666700000065 46.450000000002916))","2"
"4-007","243774","POLYGON ((-63.73333300000066 46.28333300000291, -63.73333300000066 46.26666700000293, -63.716667000000655 46.26666700000293, -63.71666700000064 46.28333300000291, -63.73333300000066 46.28333300000291))","7"
"4-007","243649","POLYGON ((-63.78333300000065 46.36666700000292, -63.78333300000064 46.35000000000292, -63.76666700000065 46.350000000002915, -63.76666700000065 46.36666700000291, -63.78333300000065 46.36666700000292))","2"
"4-007","243848","POLYGON ((-63.53333300000064 46.233333000002936, -63.53333300000064 46.216667000002936, -63.51666700000063 46.21666700000295, -63.51666700000063 46.233333000002915, -63.53333300000064 46.233333000002936))","2"
"4-007","243023","POLYGON ((-64.06666700000069 46.61666700000291, -64.06666700000068 46.6000000000029, -64.05000000000068 46.60000000000291, -64.05000000000068 46.616667000002906, -64.06666700000069 46.61666700000291))","2"
"4-007","242704","POLYGON ((-64.30000000000071 46.7666670000029, -64.30000000000068 46.750000000002906, -64.28333300000068 46.75000000000289, -64.28333300000071 46.76666700000288, -64.30000000000071 46.7666670000029))","7"
